invoice_id,manifest_id,shipper_name,consignee_name,consignee_city,commodity_hs_code,commodity_description,quantity,unit_price_cad,total_value_cad,currency_original,exchange_rate,payment_terms,invoice_date
INV00164,M0029,Global Commodities Ltd,Distribution Quebec Inc.,Ottawa,4584.25,Polyethylene pellets,3916,318.29,1246423.64,GBP,1.3054,NET30,2025-10-26
INV00165,M0177,Euro Freight SA,Metro Supply Chain,Toronto,4130.73,Auto parts - brakes,7836,345.76,2709375.36,EUR,1.5031,NET30,2025-01-12
INV00166,M0166,Atlantic Exports BV,St-Laurent Logistics,Laval,3950.81,Office furniture,2571,352.16,905403.36,EUR,1.7399,NET30,2025-12-13
INV00167,M0092,Rhine Trading GmbH,Les Entrepots du Fleuve,Laval,8147.79,Canned goods,2257,129.09,291356.13,GBP,1.64,CAD,2025-06-11
INV00168,M0188,Channel Freight UK,Ontario Imports Corp,Ottawa,1877.29,Canned goods,7724,141.29,1091323.96,USD,1.7917,CAD,2025-06-15
INV00169,M0001,Euro Freight SA,Distribution Quebec Inc.,Hamilton,5689.40,Office furniture,8339,192.63,1606341.57,EUR,1.695,CAD,2025-07-07
INV00170,M0135,Euro Freight SA,Atlantic Commerce Group,Sherbrooke,5162.92,Office furniture,8201,384.04,3149512.04,EUR,1.3578,NET30,2025-01-27
INV00171,M0034,Nordic Shipping AB,Eastern Canada Imports Ltd,Laval,3422.14,Pharmaceutical ingredients,2976,437.38,1301642.88,EUR,1.6948,CAD,2025-10-23
INV00172,M0152,Nordic Shipping AB,Atlantic Commerce Group,Toronto,1136.93,Canned goods,4243,29.3,124319.9,EUR,1.5808,NET30,2025-06-18
INV00173,M0191,Rhine Trading GmbH,Atlantic Commerce Group,Sherbrooke,7715.19,Household appliances,6864,411.9,2827281.6,EUR,1.8668,CAD,2025-02-04
INV00174,M0186,Nordic Shipping AB,Maple Leaf Trading Co,Longueuil,9441.82,Cotton textiles,3834,268.17,1028163.78,EUR,1.7495,LC_AT_SIGHT,2025-12-04
INV00175,M0197,Hanseatic Trade AG,Great Northern Distribution,Toronto,3133.80,Polyethylene pellets,9496,182.19,1730076.24,EUR,1.5025,NET60,2025-09-20
INV00176,M0114,Iberian Logistics SL,Metro Supply Chain,Trois-Rivieres,6291.65,Office furniture,5822,451.73,2629972.06,EUR,1.4444,CAD,2025-04-13
INV00177,M0197,Mediterranean Commerce SRL,Metro Supply Chain,Laval,6760.10,Electronic components,9065,463.44,4201083.6,USD,1.6575,CAD,2025-03-10
INV00178,M0002,Nordic Shipping AB,Metro Supply Chain,Montreal,9845.80,Steel coils,4970,492.28,2446631.6,EUR,1.6424,CAD,2025-03-04
INV00179,M0010,Euro Freight SA,Canadian Wholesale Group,Trois-Rivieres,8441.39,Household appliances,7592,181.05,1374531.6,USD,1.3551,LC_AT_SIGHT,2025-10-07
INV00180,M0188,Hanseatic Trade AG,St-Laurent Logistics,Laval,9899.83,Auto parts - brakes,1314,363.17,477205.38,EUR,1.6854,NET30,2025-12-26
INV00181,M0148,Rhine Trading GmbH,Metro Supply Chain,Trois-Rivieres,6563.25,Industrial pumps,6301,43.85,276298.85,EUR,1.8572,LC_AT_SIGHT,2025-01-10
INV00182,M0135,Channel Freight UK,St-Laurent Logistics,Trois-Rivieres,7499.38,Cotton textiles,724,163.06,118055.44,EUR,1.7042,LC_AT_SIGHT,2025-08-25
INV00183,M0153,Nordic Shipping AB,Great Northern Distribution,Sherbrooke,6028.26,Office furniture,9474,254.84,2414354.16,EUR,1.5855,NET30,2025-09-13
INV00184,M0068,TransEuropa SpA,St-Laurent Logistics,Ottawa,7181.35,Canned goods,1443,202.27,291875.61,EUR,1.6913,NET60,2025-09-20
INV00185,M0189,Atlantic Exports BV,Canadian Wholesale Group,Gatineau,5197.83,Auto parts - brakes,8639,126.89,1096202.71,EUR,1.703,LC_AT_SIGHT,2025-06-12
INV00186,M0049,Rhine Trading GmbH,Canadian Wholesale Group,Ottawa,5488.66,Pharmaceutical ingredients,5304,175.54,931064.16,GBP,1.5643,NET60,2025-04-22
INV00187,M0096,Atlantic Exports BV,Eastern Canada Imports Ltd,Montreal,4189.28,Household appliances,2605,380.08,990108.4,EUR,1.506,NET30,2025-05-15
INV00188,M0121,Iberian Logistics SL,Maple Leaf Trading Co,Quebec City,7976.43,Steel coils,422,169.28,71436.16,EUR,1.6738,NET60,2025-12-23
INV00189,M0172,Iberian Logistics SL,Distribution Quebec Inc.,Sherbrooke,3117.46,Industrial pumps,351,191.42,67188.42,EUR,1.4628,LC_AT_SIGHT,2025-11-01
INV00190,M0018,Global Commodities Ltd,Eastern Canada Imports Ltd,Montreal,4793.59,Industrial pumps,6417,331.88,2129673.96,EUR,1.6051,NET30,2025-06-16
INV00191,M0153,Nordic Shipping AB,Ontario Imports Corp,Laval,8112.15,Industrial pumps,8759,48.57,425424.63,EUR,1.483,LC_AT_SIGHT,2025-07-24
INV00192,M0041,Global Commodities Ltd,Metro Supply Chain,Sherbrooke,4074.45,Electronic components,351,176.66,62007.66,USD,1.8272,NET30,2025-09-09
INV00193,M0058,TransEuropa SpA,St-Laurent Logistics,Toronto,5876.96,Pharmaceutical ingredients,2535,174.18,441546.3,GBP,1.5504,CAD,2025-03-14
INV00194,M0080,Iberian Logistics SL,St-Laurent Logistics,Quebec City,9327.84,Steel coils,9968,168.0,1674624.0,GBP,1.8176,NET90,2025-12-23
INV00195,M0135,Euro Freight SA,Atlantic Commerce Group,Ottawa,5018.81,Steel coils,2265,217.88,493498.2,EUR,1.4105,NET60,2025-12-01
INV00196,M0196,TransEuropa SpA,Great Northern Distribution,Sherbrooke,6691.45,Cotton textiles,5271,440.67,2322771.57,GBP,1.3641,NET60,2025-01-25
INV00197,M0157,Channel Freight UK,Maple Leaf Trading Co,Hamilton,3939.97,Electronic components,4422,304.77,1347692.94,USD,1.3477,LC_AT_SIGHT,2025-03-17
INV00198,M0155,Global Commodities Ltd,St-Laurent Logistics,Gatineau,7270.27,Cotton textiles,7730,357.45,2763088.5,GBP,1.4358,LC_AT_SIGHT,2025-01-09
INV00199,M0106,Nordic Shipping AB,Maple Leaf Trading Co,Toronto,3266.88,Canned goods,3696,372.47,1376649.12,USD,1.8201,NET60,2025-07-13
INV00200,M0199,TransEuropa SpA,Metro Supply Chain,Gatineau,8883.86,Steel coils,735,305.93,224858.55,EUR,1.6848,NET30,2025-09-04
INV00201,M0116,Rhine Trading GmbH,Maple Leaf Trading Co,Longueuil,7860.15,Steel coils,7535,414.37,3122277.95,EUR,1.6097,NET30,2025-04-10
INV00202,M0113,Mediterranean Commerce SRL,Les Entrepots du Fleuve,Ottawa,6447.88,Electronic components,6571,442.78,2909507.38,EUR,1.8422,LC_AT_SIGHT,2025-11-15
INV00203,M0024,Channel Freight UK,Ontario Imports Corp,Ottawa,6062.51,Canned goods,8252,61.02,503537.04,EUR,1.4073,CAD,2025-12-07
INV00204,M0117,Euro Freight SA,Eastern Canada Imports Ltd,Toronto,2467.91,Office furniture,1527,128.79,196662.33,EUR,1.6143,LC_AT_SIGHT,2025-12-26
INV00205,M0131,TransEuropa SpA,Distribution Quebec Inc.,Ottawa,5282.94,Cotton textiles,2669,192.45,513649.05,GBP,1.8213,NET60,2025-12-02
INV00206,M0108,Hanseatic Trade AG,Canadian Wholesale Group,Ottawa,2526.35,Electronic components,5097,158.21,806396.37,EUR,1.7592,NET30,2025-08-16
INV00207,M0128,Channel Freight UK,Les Entrepots du Fleuve,Quebec City,3785.94,Canned goods,8954,404.69,3623594.26,EUR,1.5461,NET30,2025-10-20
INV00208,M0002,Mediterranean Commerce SRL,Atlantic Commerce Group,Longueuil,3616.33,Cotton textiles,4059,441.67,1792738.53,EUR,1.692,NET30,2025-03-28
INV00209,M0009,Mediterranean Commerce SRL,Metro Supply Chain,Toronto,1623.63,Cotton textiles,9521,419.82,3997106.22,GBP,1.7033,CAD,2025-11-23
INV00210,M0180,Iberian Logistics SL,St-Laurent Logistics,Laval,8456.14,Auto parts - brakes,9797,288.28,2824279.16,USD,1.4937,LC_AT_SIGHT,2025-02-25
INV00211,M0110,Hanseatic Trade AG,St-Laurent Logistics,Toronto,9845.52,Steel coils,9068,37.14,336785.52,EUR,1.6148,NET60,2025-10-02
INV00212,M0028,Iberian Logistics SL,Eastern Canada Imports Ltd,Laval,9887.46,Polyethylene pellets,9411,366.22,3446496.42,EUR,1.8087,NET90,2025-09-19
INV00213,M0160,Channel Freight UK,Atlantic Commerce Group,Laval,7690.73,Canned goods,5847,463.92,2712540.24,GBP,1.8302,NET60,2025-12-10
INV00214,M0050,Hanseatic Trade AG,Eastern Canada Imports Ltd,Quebec City,8863.62,Electronic components,75,63.51,4763.25,USD,1.5098,NET60,2025-01-21
INV00215,M0052,Atlantic Exports BV,Canadian Wholesale Group,Sherbrooke,7480.51,Electronic components,4664,130.94,610704.16,EUR,1.7115,NET90,2025-07-24
INV00216,M0146,Nordic Shipping AB,Metro Supply Chain,Trois-Rivieres,9671.70,Electronic components,527,416.86,219685.22,GBP,1.5889,LC_AT_SIGHT,2025-09-11
INV00217,M0119,Rhine Trading GmbH,Ontario Imports Corp,Sherbrooke,8296.50,Steel coils,6832,464.26,3171824.32,EUR,1.3112,CAD,2025-11-11
INV00218,M0091,Mediterranean Commerce SRL,Distribution Quebec Inc.,Trois-Rivieres,5890.78,Cotton textiles,1134,484.96,549944.64,EUR,1.6634,NET60,2025-10-04
INV00219,M0193,Global Commodities Ltd,Distribution Quebec Inc.,Sherbrooke,6221.73,Industrial pumps,5100,354.11,1805961.0,USD,1.5711,NET90,2025-04-17
INV00220,M0078,Rhine Trading GmbH,Maple Leaf Trading Co,Toronto,6674.13,Canned goods,2917,60.55,176624.35,EUR,1.3924,NET90,2025-08-24
INV00221,M0135,Euro Freight SA,Eastern Canada Imports Ltd,Longueuil,9626.36,Electronic components,5134,388.89,1996561.26,EUR,1.5326,CAD,2025-02-01
INV00222,M0080,Channel Freight UK,Eastern Canada Imports Ltd,Trois-Rivieres,6915.23,Steel coils,771,345.09,266064.39,USD,1.3135,NET90,2025-11-07
INV00223,M0083,Mediterranean Commerce SRL,Ontario Imports Corp,Trois-Rivieres,6695.25,Household appliances,3335,100.31,334533.85,GBP,1.3945,NET30,2025-01-20
INV00224,M0144,Iberian Logistics SL,Metro Supply Chain,Longueuil,5044.28,Household appliances,8472,55.68,471720.96,EUR,1.4469,NET30,2025-05-20
INV00225,M0087,Euro Freight SA,Distribution Quebec Inc.,Laval,9616.23,Polyethylene pellets,8906,224.61,2000376.66,EUR,1.3517,LC_AT_SIGHT,2025-03-23
INV00226,M0153,Hanseatic Trade AG,Atlantic Commerce Group,Trois-Rivieres,4952.35,Steel coils,9761,316.59,3090234.99,EUR,1.8842,LC_AT_SIGHT,2025-10-05
INV00227,M0024,Mediterranean Commerce SRL,Les Entrepots du Fleuve,Laval,3938.28,Pharmaceutical ingredients,7722,53.15,410424.3,USD,1.8477,LC_AT_SIGHT,2025-03-23
INV00228,M0171,Global Commodities Ltd,Les Entrepots du Fleuve,Laval,1318.70,Auto parts - brakes,5462,395.45,2159947.9,USD,1.5872,NET60,2025-05-25
INV00229,M0090,Iberian Logistics SL,Eastern Canada Imports Ltd,Gatineau,2351.81,Auto parts - brakes,9953,289.47,2881094.91,USD,1.6196,LC_AT_SIGHT,2025-10-14
INV00230,M0062,Hanseatic Trade AG,Great Northern Distribution,Toronto,5336.98,Pharmaceutical ingredients,4042,276.23,1116521.66,EUR,1.7706,LC_AT_SIGHT,2025-10-26
INV00231,M0088,Euro Freight SA,Eastern Canada Imports Ltd,Hamilton,7224.85,Pharmaceutical ingredients,8971,348.6,3127290.6,EUR,1.4952,NET30,2025-08-06
INV00232,M0079,Atlantic Exports BV,Atlantic Commerce Group,Gatineau,5173.92,Electronic components,6698,39.46,264303.08,EUR,1.4306,NET60,2025-10-25
INV00233,M0163,Euro Freight SA,Les Entrepots du Fleuve,Longueuil,4759.88,Pharmaceutical ingredients,53,379.75,20126.75,EUR,1.4174,NET90,2025-05-19
INV00234,M0174,TransEuropa SpA,Metro Supply Chain,Toronto,8411.88,Steel coils,5039,459.66,2316226.74,EUR,1.8086,NET90,2025-01-12
INV00235,M0141,Iberian Logistics SL,Metro Supply Chain,Toronto,4613.40,Polyethylene pellets,920,5.42,4986.4,EUR,1.5366,NET90,2025-12-13
INV00236,M0104,Nordic Shipping AB,St-Laurent Logistics,Laval,2734.81,Polyethylene pellets,6301,220.42,1388866.42,USD,1.804,NET60,2025-05-28
INV00237,M0172,Atlantic Exports BV,Distribution Quebec Inc.,Ottawa,7294.65,Cotton textiles,2106,71.47,150515.82,EUR,1.3823,LC_AT_SIGHT,2025-08-26
INV00238,M0179,Channel Freight UK,St-Laurent Logistics,Laval,7564.80,Canned goods,9952,465.5,4632656.0,EUR,1.5132,NET60,2025-07-20
INV00239,M0002,Nordic Shipping AB,Ontario Imports Corp,Sherbrooke,6279.83,Office furniture,9518,251.59,2394633.62,EUR,1.8869,CAD,2025-08-23
INV00240,M0095,Atlantic Exports BV,St-Laurent Logistics,Longueuil,4569.76,Auto parts - brakes,1904,292.23,556405.92,EUR,1.8339,NET30,2025-04-16
INV00241,M0162,Iberian Logistics SL,Atlantic Commerce Group,Sherbrooke,8816.53,Steel coils,1329,343.62,456670.98,EUR,1.5813,CAD,2025-08-19
INV00242,M0188,Mediterranean Commerce SRL,Canadian Wholesale Group,Ottawa,1498.86,Household appliances,5481,213.4,1169645.4,EUR,1.4563,LC_AT_SIGHT,2025-10-06
INV00243,M0147,Mediterranean Commerce SRL,Atlantic Commerce Group,Montreal,4672.20,Cotton textiles,895,329.88,295242.6,EUR,1.3461,NET90,2025-05-05
INV00244,M0158,Mediterranean Commerce SRL,Distribution Quebec Inc.,Toronto,8732.85,Cotton textiles,4653,141.23,657143.19,EUR,1.5219,NET60,2025-05-26
INV00245,M0180,Iberian Logistics SL,Distribution Quebec Inc.,Trois-Rivieres,2028.86,Cotton textiles,3919,245.03,960272.57,EUR,1.7517,LC_AT_SIGHT,2025-07-08
INV00246,M0170,Euro Freight SA,Maple Leaf Trading Co,Hamilton,5416.92,Household appliances,7261,364.37,2645690.57,EUR,1.3315,LC_AT_SIGHT,2025-07-16
INV00247,M0078,Iberian Logistics SL,Maple Leaf Trading Co,Gatineau,9759.70,Household appliances,7853,374.34,2939692.02,GBP,1.6183,LC_AT_SIGHT,2025-01-10
INV00248,M0115,Iberian Logistics SL,Distribution Quebec Inc.,Toronto,7891.55,Polyethylene pellets,6308,340.85,2150081.8,EUR,1.8508,NET90,2025-06-09
INV00249,M0069,Channel Freight UK,Great Northern Distribution,Laval,9640.96,Pharmaceutical ingredients,1660,131.4,218124.0,GBP,1.612,NET60,2025-06-18
INV00250,M0003,Rhine Trading GmbH,Great Northern Distribution,Toronto,7723.97,Canned goods,188,416.69,78337.72,USD,1.4316,NET90,2025-05-07
INV00251,M0009,Rhine Trading GmbH,Atlantic Commerce Group,Quebec City,8691.25,Auto parts - brakes,438,311.6,136480.8,EUR,1.8139,NET60,2025-07-22
INV00252,M0196,Euro Freight SA,Eastern Canada Imports Ltd,Ottawa,4247.69,Auto parts - brakes,9324,402.58,3753655.92,EUR,1.8536,NET90,2025-07-23
INV00253,M0171,Atlantic Exports BV,Canadian Wholesale Group,Montreal,5859.52,Electronic components,5348,132.38,707968.24,USD,1.8734,NET90,2025-03-15
INV00254,M0018,Nordic Shipping AB,Atlantic Commerce Group,Gatineau,3292.72,Auto parts - brakes,8106,489.81,3970399.86,GBP,1.6244,LC_AT_SIGHT,2025-04-20
INV00255,M0165,Mediterranean Commerce SRL,Eastern Canada Imports Ltd,Montreal,1919.83,Household appliances,1790,456.74,817564.6,EUR,1.3113,LC_AT_SIGHT,2025-03-21
INV00256,M0164,TransEuropa SpA,Canadian Wholesale Group,Ottawa,9952.60,Pharmaceutical ingredients,64,466.78,29873.92,EUR,1.6092,LC_AT_SIGHT,2025-08-14
INV00257,M0104,Rhine Trading GmbH,Great Northern Distribution,Laval,2582.78,Office furniture,1198,272.36,326287.28,USD,1.7091,LC_AT_SIGHT,2025-01-21
INV00258,M0166,Global Commodities Ltd,Eastern Canada Imports Ltd,Laval,4792.35,Cotton textiles,1535,185.85,285279.75,EUR,1.3236,LC_AT_SIGHT,2025-11-07
INV00259,M0077,Global Commodities Ltd,Les Entrepots du Fleuve,Toronto,9066.34,Cotton textiles,6441,448.75,2890398.75,EUR,1.4159,CAD,2025-04-16
INV00260,M0100,Mediterranean Commerce SRL,Les Entrepots du Fleuve,Longueuil,6712.14,Office furniture,1082,397.41,429997.62,EUR,1.5026,NET30,2025-07-04
INV00261,M0055,Iberian Logistics SL,St-Laurent Logistics,Hamilton,3919.14,Cotton textiles,8620,231.89,1998891.8,EUR,1.6923,LC_AT_SIGHT,2025-10-02
INV00262,M0063,Rhine Trading GmbH,Canadian Wholesale Group,Toronto,6888.31,Pharmaceutical ingredients,2188,12.11,26496.68,EUR,1.7907,NET30,2025-02-16
INV00263,M0153,Nordic Shipping AB,Great Northern Distribution,Trois-Rivieres,9661.51,Auto parts - brakes,3663,36.24,132747.12,EUR,1.6275,NET90,2025-04-25
INV00264,M0012,Atlantic Exports BV,Eastern Canada Imports Ltd,Sherbrooke,2863.31,Office furniture,9767,90.86,887429.62,EUR,1.399,NET60,2025-10-02
INV00265,M0035,Channel Freight UK,Great Northern Distribution,Ottawa,1272.20,Electronic components,1687,396.57,669013.59,EUR,1.4076,NET30,2025-12-21
INV00266,M0152,Hanseatic Trade AG,St-Laurent Logistics,Quebec City,2891.44,Steel coils,4698,211.03,991418.94,EUR,1.5472,NET60,2025-10-23
INV00267,M0010,Hanseatic Trade AG,Atlantic Commerce Group,Toronto,9048.54,Polyethylene pellets,9819,94.1,923967.9,EUR,1.6346,NET60,2025-02-17
INV00268,M0025,Iberian Logistics SL,Ontario Imports Corp,Quebec City,6990.94,Industrial pumps,5979,432.05,2583226.95,USD,1.3318,NET30,2025-03-22
INV00269,M0122,Rhine Trading GmbH,Distribution Quebec Inc.,Trois-Rivieres,4636.65,Household appliances,8201,92.28,756788.28,USD,1.6701,LC_AT_SIGHT,2025-01-04
INV00270,M0190,Euro Freight SA,St-Laurent Logistics,Montreal,7275.24,Auto parts - brakes,909,462.81,420694.29,GBP,1.7328,CAD,2025-10-11
INV00271,M0108,Global Commodities Ltd,Maple Leaf Trading Co,Toronto,5139.22,Industrial pumps,3306,374.81,1239121.86,EUR,1.8219,LC_AT_SIGHT,2025-04-03
INV00272,M0121,TransEuropa SpA,St-Laurent Logistics,Quebec City,8868.32,Polyethylene pellets,9636,244.78,2358700.08,USD,1.3818,NET60,2025-11-12
INV00273,M0070,Rhine Trading GmbH,Atlantic Commerce Group,Montreal,4527.24,Canned goods,3363,171.27,575981.01,EUR,1.5509,NET90,2025-04-10
INV00274,M0155,Channel Freight UK,St-Laurent Logistics,Hamilton,8039.21,Polyethylene pellets,2618,395.83,1036282.94,EUR,1.5935,NET60,2025-10-16
INV00275,M0119,TransEuropa SpA,Maple Leaf Trading Co,Quebec City,5165.84,Industrial pumps,4623,12.18,56308.14,EUR,1.8678,CAD,2025-01-14
INV00276,M0012,Iberian Logistics SL,Distribution Quebec Inc.,Gatineau,7760.71,Auto parts - brakes,706,495.68,349950.08,EUR,1.5972,NET30,2025-09-25
INV00277,M0004,Euro Freight SA,Metro Supply Chain,Sherbrooke,4092.21,Electronic components,6712,475.22,3189676.64,EUR,1.7014,NET60,2025-12-15
INV00278,M0147,Hanseatic Trade AG,Les Entrepots du Fleuve,Ottawa,6133.57,Canned goods,9612,17.08,164172.96,EUR,1.8162,NET30,2025-07-23
INV00279,M0086,TransEuropa SpA,Canadian Wholesale Group,Hamilton,7983.36,Auto parts - brakes,8748,21.19,185370.12,EUR,1.8285,NET30,2025-09-22
INV00280,M0094,Global Commodities Ltd,Les Entrepots du Fleuve,Hamilton,1556.56,Cotton textiles,894,59.93,53577.42,EUR,1.7229,CAD,2025-12-25
INV00281,M0053,Nordic Shipping AB,Ontario Imports Corp,Toronto,9371.84,Industrial pumps,2317,490.72,1136998.24,GBP,1.4923,NET90,2025-09-22
INV00282,M0109,Global Commodities Ltd,Metro Supply Chain,Laval,7274.77,Auto parts - brakes,4590,31.96,146696.4,EUR,1.7259,CAD,2025-05-15
INV00283,M0159,Atlantic Exports BV,Maple Leaf Trading Co,Laval,2120.60,Cotton textiles,6081,400.95,2438176.95,USD,1.875,NET30,2025-02-06
INV00284,M0071,Hanseatic Trade AG,St-Laurent Logistics,Quebec City,7690.12,Household appliances,1885,350.06,659863.1,EUR,1.8817,CAD,2025-03-16
INV00285,M0089,Rhine Trading GmbH,Canadian Wholesale Group,Quebec City,1812.39,Steel coils,6933,224.71,1557914.43,USD,1.547,NET90,2025-11-21
INV00286,M0084,Iberian Logistics SL,Ontario Imports Corp,Laval,6848.82,Cotton textiles,8015,298.71,2394160.65,USD,1.403,NET90,2025-04-16
INV00287,M0096,Rhine Trading GmbH,St-Laurent Logistics,Trois-Rivieres,4668.31,Pharmaceutical ingredients,4770,386.03,1841363.1,GBP,1.7271,NET90,2025-03-06
INV00288,M0182,Atlantic Exports BV,Distribution Quebec Inc.,Trois-Rivieres,8326.66,Household appliances,2564,84.82,217478.48,USD,1.4107,CAD,2025-12-02
INV00289,M0171,Euro Freight SA,Metro Supply Chain,Laval,7930.78,Household appliances,5242,489.12,2563967.04,EUR,1.8523,LC_AT_SIGHT,2025-08-25
INV00290,M0038,Euro Freight SA,Distribution Quebec Inc.,Longueuil,7452.92,Household appliances,7554,464.27,3507095.58,EUR,1.8376,CAD,2025-11-05
INV00291,M0145,Atlantic Exports BV,Les Entrepots du Fleuve,Montreal,2796.80,Auto parts - brakes,7293,172.65,1259136.45,USD,1.3149,CAD,2025-04-15
INV00292,M0092,Channel Freight UK,Maple Leaf Trading Co,Hamilton,7738.45,Industrial pumps,1565,166.55,260650.75,EUR,1.3502,LC_AT_SIGHT,2025-11-22
INV00293,M0023,Hanseatic Trade AG,Metro Supply Chain,Hamilton,8775.17,Office furniture,8435,200.24,1689024.4,EUR,1.3888,LC_AT_SIGHT,2025-06-13
INV00294,M0096,Global Commodities Ltd,Canadian Wholesale Group,Laval,8121.37,Canned goods,249,145.9,36329.1,EUR,1.7822,NET90,2025-03-26
INV00295,M0187,TransEuropa SpA,St-Laurent Logistics,Hamilton,8621.28,Industrial pumps,6994,365.66,2557426.04,USD,1.5848,CAD,2025-06-03
INV00296,M0152,TransEuropa SpA,Canadian Wholesale Group,Gatineau,3281.69,Pharmaceutical ingredients,6206,48.78,302728.68,GBP,1.4196,LC_AT_SIGHT,2025-05-18
INV00297,M0126,Mediterranean Commerce SRL,Atlantic Commerce Group,Sherbrooke,7381.69,Industrial pumps,741,412.29,305506.89,EUR,1.7747,NET60,2025-05-10
INV00298,M0164,Mediterranean Commerce SRL,Great Northern Distribution,Ottawa,7298.92,Industrial pumps,7792,66.47,517934.24,EUR,1.3716,NET90,2025-08-03
INV00299,M0154,Channel Freight UK,Great Northern Distribution,Sherbrooke,9097.70,Auto parts - brakes,5977,292.63,1749049.51,USD,1.6075,CAD,2025-01-28
INV00300,M0067,Euro Freight SA,Metro Supply Chain,Laval,9827.55,Cotton textiles,2718,292.92,796156.56,EUR,1.4636,LC_AT_SIGHT,2025-11-12
